Kelas;Soal;A;B;C;D;E;Jawaban
11;Sistem benda dalam keadaan setimbang (gbr) Maka besar tegangan tali T adalah...;100√3 N;100√2 N;100 N;50√3N;50 N;a
11;Dari gambar berikut, urutan untuk benda-benda yang berada dalam keseimbangan stabil, indifferent, labil dan labil adalah...;1,2,3 dan 4;1,4,2 dan 3;2,4,3 dan 1;2,3,4 dan 1;4,3,2 dan 1;d
11;Definisi dari fluida adalah ...;zat yang selalu mengalir;zat yang mempunyai bentuk tetap;zat yang tidak mempunyai ketegaran;zat yang tidak dapat mengalir;zat yang hanya dapat mengalir jika terdapat perbedaan ketinggian permukaan;a
11;Seorang anak menyelam (m=40 kg) disebuah danau pada kedalaman 10 meter dibawah permukaan air. Jika g= 10 m/s2, ρ= 1,0 gr/cm3 dan tekanan udara luar 1 atm (1 atm= 1,01.105 Pa), maka anak tersebut akan mengalami tekanan hidrostatika sebesar...;4,01.105 Pa;3,01.105 Pa;2,01.105 Pa;3,01.104 Pa;2,01.104 Pa;c
11;Suatu pompa hidrolik mempunyai luas penampang kecil 25 cm2 dan luas penampang besarnya 7500 cm2. Jika pada penampang besar dihasilkan gaya sebesar 90.000 newton, maka besarnya gaya yang harus diberikan pada penampang kecil adalah ...;300 N;100 N;30 N;10 N;450 N;a
11;Sebuah pipa U seperti pada Gambar di samping berisi air dan minyak. Jika tinggi kolom minyak adalah15 cm, selisih tinggi kolom minyak dengan air pada kedua kolom adalah 3 cm, dan massa jenis air adalah 1000 kg/m3, maka massa jenis minyak adalah....;80 kg/m3;800 kg/m3;45 kg/m3;200 kg/m3;20 kg/m3;b
11;Sesuai dengan hukum Archimedes, maka benda yang melayang dalam zat cair mempunyai ...;massa yang sama dengan gaya ke atas;berat yang lebih besar dari gaya ke atas;massa jenis yang lebih besar dari massa jenis zat cair;berat yang sama dengan gaya ke atas;berat yang sama dengan gaya ke atas;D
11;Debit air yang keluar dari pipa yang luas penampangnya 4cm2 sebesar 100 cm3/s. Kecepatan air yang keluar dari pipa tersebut adalah ...;25 m/s;2,5 m/s;0,25 m/s;4 m/s;0,4 m/s;a
11;Azas Bernoulli dalam fluida bergerak menyatakan hubungan antara ...;tekanan, massa jenis dan suhu;tekanana, kecepatan dan massa jenis;tekanan hidrostatis dan kontinuitas aliran;tekanan, kecepatan dan kedudukan;tekanan, kecepatan dan kedudukan;D
11;Benda-benda berikut ini bekerja berdasarkan prinsip hukum Bernoulli, kecuali ...;pipa venturi;pipa pitot;penyemprot serangga;galangan kapal;galangan kapal;D
11;Menurut Bernoulli, tekanan fluida ketika mengalir melalui sebuah penampang yang luasnya lebih kecil daripada luas penampang sebelumnya adalah ...;Lebih tinggi;Lebih rendah;Tetap;Tidak beraturan;Mampat;b
11;Aliran air pada saat melalui pipa dengan luas permukaan penampang 2 cm2 adalah 30 m/s. Berapakah kelajuan aliran air pada saat melalui pipa dengan luas penampang 6 cm2?;10 m/s;20 m/s;30 m/s;40 m/s;50 m/s;a
11;Sebuah bak penampung air tingginya 2,6 m, terdapat lubang kebocoran yang kecil pada ketinggian 180 cm. Jika bak penuh terisi air maka kecepatan maksimum adalah ...;2 m/s;3 m/s;4 m/s;5 m/s;6 m/s;c
11;Persamaan gas ideal (P V = nRT) berdimensi...;Konstanta pegas;energi/usaha;massa jenis;Tekanan;Volume;b
11;Diketahui volume bola B dua kali volume bola A. Kedua bola terisi gas ideal. Volume tabung penghubung dapat diabaikan. Gas A berada pada suhu 300 K. Jika jumlah molekul gas dalam bola A adalah N dan jumlah molekul gas dalam bola B adalah 3 N, suhu gas dalam bola B adalah ...;150 K.;200 K.;300 K.;450 K.;600 K.;b
11;Sejumlah gas ideal dalam suatu ruang mengalami proses isobarik sehingga volumenya menjadi dua kali volume semula. Suhu gas tersebut akan berubah dari 27°C menjadi ...;54°C;108°C;327°C;427°C;600°C;c
11;Sejumlah gas ideal bertekanan p dipanaskan dari suhu 27°C menjadi 54°C. Jika volumenya naik menjadi dua kali volume semula tekanannya akan menjadi ...;0,25 p;0,55 p;0,75 p;p;2:00 PM;c
11;Jika gas di dalam suatu ruang tertutup dipanaskan sampai suhu T K maka ...;energi potensial molekul gas semakin kecil;energi kinetik molekul gas =2/3 NkT;energi kinetik molekul gas =3/2 NkT;volume gas akan selalu bertambah karena gas akan memuai;tekanan gas besarnya tetap;c
11;Kecepatan rata-rata molekul gas oksigen pada 0º C berat atom oksigen16, massa sebuah atom hidrogen 1,66 . 10-27kg adalah...;5,3 x 102 m/s;4,3 x 102 m/s;3,3 x 102 m/s;5,3 x 103 m/s;3,3 x 103 m/s;a
11;Kelajuan rms molekul-molekul hydrogen pada suhu 0oC jika massa jenis hydrogen adalah 0,09 kg m-3 pada suhu 0oC dan tekanan 105Pa adalah....m/s;1,8 x 103;1,8 x 102;1,8 x 10-3;1,8 x 10-2;18;a
11;Hukum I Termodinamika menyatakan bahwa :;Kalor tidak dapat masuk ke dalam dan ke luar dari suatu sistem;Energi adalah kekal;Energi dalam adalah kekal;Suhu adalah tetap;Sistem tidak mendapat usaha dari luar;b
11;Usaha yang dilakukan oleh gas terhadap udara luar adalah...;W = P + ∆V;W = P - ∆V;W = P/ ∆V;W = P.∆V;W = P.∆V;D
11;Proses adiabatik adalah...;proses dimana tidak ada kalor yang masuk atau keluar dari sistem.;proses dimana suhu tidak berubah.;proses dimana tekanan tetap;Proses dimana volume tetap;proses dimana tidak ada kalor yang masuk ke sistem;a
11;Suatu gas memiliki volume awal 2,0 m3 dipanaskan dengan kondisi isobaris hingga volume akhirnya menjadi 4,5 m3. Jika tekanan gas adalah 2 atm, usaha luar gas tersebut... (1 atm = 1,01 x 105 Pa);4,25 x 105 Joule;4,05 x 105 Joule;5,05 x 105 Joule;5,25 x 105 Joule;3,05 x 105 Joule;c
11;Suatu gas ideal mengalami proses siklus seperti pada gambar P − V di atas. Kerja yang dihasilkan pada proses siklus ini adalah...kilojoule.;200;400;600;800;1000;b
11;Diagram P−V dari gas helium yang mengalami proses termodinamika ditunjukkan seperti gambar di samping! Usaha yang dilakukan gas helium pada proses ABC sebesar...;660 kJ;400 kJ;280 kJ;120 kJ;60 kJ;c
11;Suatu mesin Carnot, jika reservoir panasnya bersuhu 400 K akan mempunyai efisiensi 40%. Jika reservoir panasnya bersuhu 640 K, efisiensinya...%;50;52,5;57;62,5;64;d
11;Mesin Carnot bekerja pada suhu tinggi 600 K, untuk menghasilkan kerja mekanik. Jika mesin menyerap kalor 600 J dengan suhu rendah 400 K, maka usaha yang dihasilkan adalah...;120 J;124 J;135 J;148 J;200 J;a
11;1,5 m3 gas helium yang bersuhu 27oC dipanaskan secara isobarik sampai 87oC. Jika tekanan gas helium 2 x 105 N/m2, gas helium melakukan usaha luar sebesar...;60 kJ;120 kJ;280 kJ;480 kJ;660 kJ;a
11;Dampak terhadap lingkungan akibat proses pembangunan di negara berkembang, kecuali ...;Kerusakan hutan;Pemanasan global;Perubahan iklim;Kelestarian lingkungan;Kelestarian lingkungan;D
11;Prinsip memakai ulang digunakan untuk jenis sumber daya alam ...;Dapat langsung diperoleh;Dapat diperbarui;Terdapat di sekitar kita;Dapat langsung dimanfaatkan;Tidak dapat diperbaharui;b
11;Berikut ini termasuk komponen abiotik, kecuali ...;Tanah;Udara;Hewan;Air;Batuan;c
11;Berikut ini hukum-hukum lingkungan, kecuali ...;Suatu lingkungan memiliki keteraturan secara alamiah;Dalam batas-batas tertentu tidak terjadi perubahan susuanan komponen;Suatu lingkungan mempunyai kemampuan tersendiri selama keadaannya masih berimbang;Komponen dalam suatu lingkungan berinrteraksi satu sama lain secara alamiah;Interaksi dalam suatu lingkungan dilakukan oleh setiap komponen;b
11;Berikut ini pedoman-pedoman yang perlu diperhatikan dalam pemanfaatan lingkungan, kecuali ...;Mempertimbangkan pengambilan sumber daya alam agar sumber daya alam itu terpulihkan secara berlanjut;Mengolah sumber daya alam harus memperhatikan kelestarian lingkungan hidup;Mengembangkan teknologi untuk memanfaatkan lingkungan;Memberikan pilihan penggunaan dalam pembangunan pada masa depan;Memberikan pilihan penggunaan dalam pembangunan pada masa depan;D
11;Berikut ini upaya yang dilakukan dalam pembangunan berkelanjutan, kecuali ...;Menggunakan sumber daya alam semaksimal mungkin;Menyatukan persepsi tentang pelestarian lingkungan;Melanjutkan dan mengamankan penggunaan sumber daya alam;Mengefektifkan implementasi peraturan-peraturan konservasi kenekaragaman hayati;Menerapkan teknologi untuk mendukung pengolaan lingkungan;a
11;Manusia dalam memanfaatkan sumber daya alam harus bersikap bijaksana dan bertanggung jawab karena ...;Biaya yang digunakan untuk mengambil besar;Tidak semua sumber daya alam dapat diperbaharui;Jumlah sumber daya alam terbatas;Proses terjadinya butuh waktu lama;Dibutuhkan generasi mendatang;c
11;Pembangunan yang bertujuan pada terwujudnya keberlanjutan sumber daya alam dilaksanakan untuk mendukung ...;Kelestarian ekosistem;Terciptanya lapangan kerja;Sumber tenaga alam;Kondisi alam;Siklus morforlogi;a
11;Sebuah sistem setifikasi untuk produk yang memenuhi syarat pembangunan berkelanjutan disebut...;Ekosistem;Ekolabel;Otonom;Threshold;Ekologi;b
11;Manusia sedang menghadapi situasi makin meningkatnya kelangkaan sumber daya alam. Pernyataan di atas dikemukakan oleh ...;Andre Gorz;Parlan;Subagjo;Adam Smith;Club of Rome;a
11;Otonomi daerah dapat berpotensi menimbulkan masalah lingkungan hidup karena ...;Kurangnya dana pembangunan;Kurangnya tenaga kerja;Kebanyakan kabupaten di Indonesia masyarakatnya cenderung homogen;Kebanyakan kabupaten terpisah dengan kabupaten lainnya;Otonomi daerah berada di tangan pemerintah daerah yang sebelumnya berada di provinsi;c
11;Hari lingkungan hidup sedunia diperingati setiap tanggal ...;2 Juni;3 Juni;4 Juni;5 Juni;6 Juni;d
11;Berikut ini akibat dari pelaksaan kapitalisme, kecuali ...;Berkurangnya sumber daya alam;Kerusakan lingkungan;Pelestarian alam;Kualitas tanah menurun;Pertumbuhan ekonomi;c
11;Hutan dilereng pegunungan berfungsi sebagai pelindung tanah. Hutan semacam ini berfungsi sebagai ...;Hidrologis;Klimatologis;Strategis;Orologis;Estetis;d
11;Pemanasan global terjadi akibat penigkatan kadar ... dalam atmosfer;CO;CO2;NO2;CFC;O2;a
11;Mesin penghisab debu mempunyai kekuatan suara 70 decibel yang termasuk suara ...;Sayup-sayup;Tenang;Agak ramai;Ramai;Menyakitkan teliga;d
11;Penggunaan pestisida dapat dikurangi dengan ...;Pengelolaan hama terpadu;Pengelolaan tanah;Reboisasi;Terasering;Rotasi tanaman;a
11;Suara yang dapat membahayakan telinga manusia berkekuatan antara ... decibel.;15-40;40-55;55-65;85-90;85-90;D
11;KTT Bumi Kedua dilaksanakan di kota ...;Stockholm;Tokyo;New York;Johnnesburg;Rio de Janeiro;d
11;Usaha yang dilakukan untuk menjaga kelstarian hutan dalam jangka waktu panjang adalah ...;Penggunaan mulsa;Tebang pilih;Reboisasi;Daur ulang;Terasering;c
11;Bentuk pelestarian hayati yang dilakukan dalam habitat aslinya disebut pelestarian ...;In situ;Tumbuhan;Flora;Eks situ;Hewan;a
11;Berikut ini usaha melestarikan tanah, kecuali ...;Pengelolahannya dibuat secara terasering;Pengolahan tanah dengan baik;Penanaman berganda;Melarang penebangan hutan secara liar;Melarang penebangan hutan secara liar;D
11;Berikut ini usaha melestarikan udara, kecuali ...;Menghindari kebakaran hutan;Membangun jalur hijau di kota-kota besar;Mengendalikan pengambilan air tanah;Mencegah pencemaran;Membuang partikel debu dari pabrik dengan filter;c
11;Pengelolaan lingkungan hidup diatur dengan Undang-Undang nomer ...;20 Tahun 1997;23 Tahun 1997;20 Tahun 1998;23 Tahun 1998;21 Tahun 1999;b
11;Cagar alam Lorentz terletak di ...;Sumatra;Kalimantan;Jawa;Papua;Sulawesi;d
11;Suatu tempat perlindungan terhadap hewan-hewan yang terancam punah akibat perburuan yang tidak terkendali disebut ...;Hutan wisata;Hutan lindung;Hutan berburu;Suaka margasatwa;Suaka margasatwa;D
11;Usaha perlindungan sumber daya alam hayati dan ekosistemnya dinamakan ...;Konvensi;Konversi;Konservasi;Konsesi;Konsepsi;c
11;Cagar alam Tangkoko Batuangus terletak di ...;Kalimantan Selatan;Sulawesi Utara;Kalimantan Barat;Sumatra Utara;Sumatra Utara;D
11;Berikut ini termasuk usaha pelestarian sungai, kecuali ...;Perlindungan daerah sungai;Pengembangan daerah sungai;Penggunaan penghijauan di bantaran sungai;Pengendalian aliran sungai;Pemanfaatan daerah sekitaran sungai;b
11;Tanaman Rafflesia dan Amorphophallus dilindungi di tanam nasional ...;Gunung Leuser;Kerinci Seblat;Way Kambas;Ujung Kulon;Gunung Gede Pangrarango;d
11;Semua kekayaan berupa benda mati maupun benda hidup yang berada di bumi dapat dimanfaatkan untuk memenuhi kebutuhan hidup manusia disebut ...;sumber bahan tambang;sumber daya alam;sumber alam;sumber mineral;sumber alam;b
11;Sumber daya alam jika yang dimanfaatkan berupa materi disebut ...;sumber daya energi;sumber daya ruang;sumber daya materi;sumber daya energi;sumber daya waktu;c
11;Sumber daya alam yang dapat diperbaharui dengan cara reproduksi adalah ...;sumber daya alam hayati;sumber daya alam ruang;sumber daya alam energi;sumber daya alam waktu;sumber daya alam materi;a
11;Sumber daya alam yang dapat diperbaharui dengan cara siklus adalah ...;barang tambang;bahan bakar minyak;hewan;air dan udara;tumbuhan;d
11;Bahan galian yang terjadi dari magma disebut ...;bahan galian hidrotermal;bahan galian hasil endapan;bahan galian pematit;bahan galian magnetik;bahan galian magnetik;D
11;Bahan galian golongan A adalah ...;batu bara dan minyak bumi;bahan industri;emas dan perak;batu permata;seng dan magnesium;a
11;Daerah penghasil minyak bumi di Pulau Jawa terdapat di ...;Cepu dan Sungai Gerong;Sorong dan Sungai Plaju;Dumai dan Balikpapan;Cirebon dan Cepu;Cirebon dan Cepu;D
11;Wilayah Indonesia yang relatif cocok untuk peternakan hewan besar, seperti sapi dan kuda adalah ...;Sumatra;Nusa Tenggara;Papua;Kalimantan;Sulawesi;b
11;Bahan pertambangan galian menurut kepentingan bagi negara diklasifikasikan menjadi golongan A, B, dan C. Penggolongan bahan galian tersebut diatur dalam ...;PP No. 11 Tahun 1976;UU No. 4 Tahun 1982;PP No. 4 Tahun 1982;UU No. 11 Tahun 1976;UU No. 11 Tahun 1974;d
11;Gas alam cair diproduksi di ...;Cepu dan Cilacap;Cilacap dan Cirebon;Arun dan Badak;Dumai dan Sorong;Cepu dan Cirebon;c
11;Pernyataan berikut ini merupakan keunggulan minyak bumi dan gas alam, kecuali ...;minyak bumi dan gas memiliki nilai kalor yang tinggi;minyak bumi tidak praktis dibawa dan disimpan dalam bentuk apa pun;minyak bumi dan gas menghasilkan berbagai macam bahan bakar;minyak bumi menghasilkan berbagai minyak pelumas;minyak bumi sebagai bahan baku petrokimia;b
11;Berdasarkan lokasinya, sumber daya alam yang terdapat di daratan disebut ...;sumber daya alam akuatis;sumber daya alam hidrolokil;sumber daya alam;sumber daya alam terestrial;sumber daya alam terestrial;D
11;Logam berikut yang dapat rusak dan berkarat adalah ...;besi;aluminium;timah;emas;perak;a
11;Bahan bakar cair yang biasanya digunakan untuk bahan bakar kompor gas adalah ...;LPG;solar;bensin;LNG;minyak tanah;a
11;Indonesia merupakan penghasil timah nomor dua di dunia yang bisa memasok 20% kebutuhan timah dunia. Pusat peleburan timah di Indonesia terdapat di ...;Pulau Peleng;Martapura;Singkep;Muntok;Pulau Bintan;d
11;Sumber daya alam yang tidak dapat habis karena memiliki nilai ekonomis tinggi, tetapi nilai konsumtifnya rendah adalah ...;minyak dan batu bara;batu bara dan tembaga;timah dan tembaga;gas alam dan batu bara;emas dan intan;d
11;Gamping banyak terdapat di ...;Gunung Seribu dan Gunung Merapi;Gunung Jaya Wijaya;Gunung Semeru dan Gunung Merapi;Gunung Merapi dan Gunung Jaya Wijaya;Gunung Verbeek dan Gunung Semeru;a
11;Pasir kuarsa terbentuknya dari ...;batu kapur yang berubah bentuknya;pelapukan batu-batuan yang mengendap di sekitar sungai;batuan yang mengeras;pelapukan batuan granit;batu kapur yang mengandung besi;b
11;Segala sesuatu yang ada di lingkungan alam dapat disebut sebagai sumber daya alam, akan tetapi dapat juga disebut bukan sumber daya alam lebih ditekankan pada aspek ...;kualitasnya;kuantitasnya;sosial budaya;kegunaannya;ekonomisnya;d
11;Berdasarkan bentuknya yang dapat dimanfaatkan bagi kehidupan manusia, sumber daya alam dibedakan menjadi beberapa hal berikut ini, kecuali ...;sumber daya alam materi;sumber daya alam energi;sumber daya alam manusia;sumber daya alam hayati;sumber daya alam waktu;c
11;Sumber daya alam yang berasal dari makhluk hidup seperti hewan dan tumbuh-tumbuhan disebut sumber daya alam ...;materi;energi;ruang;hayati;hayati;D
11;Sumber daya alam yang dapat diperbaharui dengan sistem reproduksi adalah ...;tanah, udara, dan air;cahaya matahari, air, dan udara;minyak bumi, batu bara, dan timah;pertanian, peternakan, dan kehutanan;emas, perak, dan tembaga;d
11;Bahan galian yang terbentuk di dalam diatrema dan dalam bentukan intrusi merupakan bahan galian ...;magmatik;pematit;hidrotermal;hasil metamorfosis;hasil pengendapan;b
11;Daerah-daerah penghasil minyak bumi di Sumatra Selatan terdapat di ...;Sungai Plaju dan Sungai Gerong;Sorolengan dan Tanjungpura;Pulau Tarakan dan Pulau Buru;Babo dan Klamono;Dumai dan Sungai Pahing;a
11;Minyak bumi berasal dari ...;tumbuh-tumbuhan;mikoplankton;cairan magma;hewan;lumpur;b
11;Proses pembentukan batu bara disebut ...;proses metamorfosis;proses intrusti;proses inkolen;proses destilasi;proses sedimentasi;c
11;Proses pembentukan batu bara yang dipengaruhi oleh tekanan dan suhu yang tinggi disebut ...;proses inkolen;proses infiltrasi;proses biokimia;proses metamorfosis;proses metamorfosis;D
11;Unsur lempung yang terkandung dalam tanah liat sebesar ...;50%;55%;60%;65%;70%;d
11;Berikut ini termasuk sumber daya alam yang tidak dapat diperbaharui, namun cepat habis adalah...;unggas;batu-batu mulia;BBM;padi;udara;c
11;Berikut ini merupakan bahan galian hasil metamorfosis adalah ...;batu bara;emas;gas alam;minyak bumi;timah;a
11;Berikut ini bahan bakar yang merupakan hasil pengolahan dari minyak bumi, kecuali ...;avgas;avtur;premium;minyak astiri;solar;d
11;LNG singkatan dari ...;Liquid Natrium Gas;Liquid National Gas;Liquid Nett Gas;Liquid Natural Gas;Liquid Natural Gas;D
11;Perbandingan antara jumlah penduduk laki-laki dengan jumlah penduduk perempuan disebut ...;angka ketergantungan;persentase pasangan usia subur;married ratio;sex ratio;sex ratio;D
11;Sesuai dengan komposisi menurut usia dan jenis kelaminnya maka negara Indonesia termasuk dalam piramida penduduk ...;sedang;tua;muda;dewasa;stasioner;c
11;Pertumbuhan penduduk yang dipengaruhi oleh kelahiran, kematian, serta migrasi merupakan pertumbuhan penduduk ...;total;alami;geometris;horizontal;vertikal;a
11;Perbandingan antara jumlah penduduk dengan seluruh luas wilayah yang ada disebut ...;geografis;aritmatik;ekonomi;geometris;agraris;b
11;Jumlah tahun yang diperkirakan dapat dicapai oleh seseorang sejak lahir disebut ...;usia produktif;usia hidup;usia pensiun;harapan hidup;usia kerja;d
11;Berikut ini merupakan faktor-faktor yang memengaruhi pertumbuhan penduduk adalah ...;kelahiran dan kematian;transmigrasi, urbanisasi, dan ruralisasi;kelahiran, kematian, dan migrasi;pasangan usia subur dan pasangan usia tua;umur pada masa usia produktif dan nonproduktif;c
11;Kegunaan piramida penduduk dalam suatu daerah adalah untuk ...;mengetahui jumlah kelahiran bayi perempuan dan bayi laki-laki;mengetahui jumlah pria dan wanita pada usia tertentu;menghitung jumlah penduduk pria dan wanita;mengetahui susuana penduduk pada suatu daerah;mengetahui pertumbuhan penduduk pada suatu daerah;b
11;Faktor yang mendorong tingginya angka kelahiran disebut ...;fertilitas;antimortalitas;promortalitas;pronatalitas;pronatalitas;D
11;Rumus: Jumlah petani / Luas wilayah pertanian (km²) = ... km Adalah rumus ...;kepadatan penduduk;angka ketergantungan;pertumbuhan penduduk alami;kepadatan penduduk agraris;pertumbuhan penduduk optimum;d
11;Negara kita telah mengadakan sensus penduduk sebanyak 6 kali, yaitu pada tahun ...;1930, 1961, 1971, 1980, 1990, 2000;1925, 1935, 1945, 1955, 1965, 1975;1926, 1936, 1946, 1956, 1966, 1976;1927, 1937, 1947,1957, 1967, 1977;1930, 1960, 1971, 1980, 1990, 1992;a
11;Banyaknya kematian tiap 1.000 kelahiran dalam 1 tahun disebut ...;CDR;IMR;ASFR;CBR;SDR;b
11;Rumus untuk mengetahui angka kelahiran kasar adalah ...;B/P x 1000;M/L x 1000;P/M x 1000;L/P x 1000;P/L x 1000;a
11;Di daerah padang pasir banyak ditemukan berbagai macam jenis tanaman xerofit, diantaranya ...;pinus;kaktus;lumut;kelapa;cemara;b
11;Rumus pertumbuhan penduduk alami adalah ...;Pn = L + M;Pn = Po + (L - M);Pn = Po + (M - N);Pn = M - I;Pn = Po + (N - M);b
11;Sumber daya alam yang berupa benda mati yang diambil dari alam yang berguna bagi kehidupan manusia disebut sumber daya alam ...;materi;energi;ruang;hayati;waktu;a
11;Hal-hal yang bukan merupakan sumber daya alam materi adalah ...;sinar matahari;bahan tambang;hewani;udara;tumbuh-tumbuhan;b
11;Di bawah ini merupakan sumber daya alam yang tidak dapat dipengaruhi adalah ...;minyak bumi dan minyak kelapa sawit;perikanan dan perkebunan;batu bara dan minyak bumi;kehutanan dan perikanan;perternakan dan perikanan;c
11;Kegiatan penggalian bahan-bahan seperti timah, batu bara, dan tembaga merupakan proses ...;pengerukan;pertambangan;penggalian;eksplorasi;eksploitasi;b
11;Bahan galian yang terjadi dari magma yang terbentuk di dalam diatrema di dalam atau dekat dengan magma disebut bahan galian ...;pematit;hasil metamorfosis kontak;magmatik;vulkanik;hasil pengendapan;a
11;Bahan galian yang terjadi pada batuan sekitar magma yang bersentuhan dengan magma dan berubah menjadi mineral ekonomik termasuk bahan galian ...;pematit;sekunder;hidrotermal;matamorfosis kontak;matamorfosis kontak;D
11;"Daerah yang potensial penghasil tebu di Indonesia sehingga pada masa kolonial Belanda mendapat julukan ""Pulau mengambang di lautan gula"" yaitu pulau ...";Jawa;Sumatra;Madura;Kalimantan;Sulawesi;a
11;Daerah penghasil kina terbesar di dunia adalah ...;Lebong dan Sumatra Selatan;Pulau Prayan dan Sumatra Utara;Lembang dan Jawa Barat;Sukabumi dan Jawa Barat;Kisaran dan Sumatra Utara;c
11;Menurut Undang-Undang No. 11 Tahun 1976 tentang pertambangan, bahan galian golongan A termasuk bahan galian ...;vital;sekunder;formal;strategis;tersier;d
11;Gejala alam yang tertera dibawah ini terjadi akibat adanya tenaga eksogen, kecuali...;Erosi oleh air sungai;Hancurnya pantai oleh gelombang laut;Terbentuknya kawah pegunungan;Pecahnya batuan oleh tekanan suhu;Larutnya batuan kapur oleh air hujan;c
11;Sebuah interaksi yang terjadi di lingkungan alamiah dan sekitarnya membentuk...;Ekologi;Ekosistem;Biosfer;Siklus ekosistem;Rantai makanan;b
11;Berikut ini yang termasuk komponen abiotik adalah...;Hewan;Tumbuhan;Tanah;Manusia;Organisme;c
11;Yang termasuk lingkungan abiotik dibawah ini adalah...;Udara, tanah, air;Udara, tanah, tanaman;Tanah, air, dan hewan;Tanaman, hewan, air;Tanah, batu-batuan, ikan;a
11;Sebagian besar hutan di Indonesia termasuk hutan tropis, yang memiliki sifat...;pohonnya sama tinggi;daunnya kecil-kecil;sinar matahari dapat masuk ke daerah hutan;hutannya lebat dan selalu berdaun hijau;hutannya lebat dan selalu berdaun hijau;D
11;Derajat kemampuan lingkungan untuk memenuhi kebutuhan dasar manusia di tempat dan waktu tertentu disebut...;Kualitas kehidupan manusia;Kualitas lingkungan alam semesta;Kualitas lingkungan kita;Kualitas lingkungan hidup;Kualitas lingkungan hidup;D
11;Ekosistem hutan bakau berkembang di...;Daerah hutan basah;Daerah lahan gambut;Daerah hutan tropis;Daerah pantai;Daerah hutan musim;d
11;Salah satu contoh tindakan pelestarian lingkungan yang dapat dilakukan di lingkungan sekolah adalah...;Melakukan penelitian;Membuat taman sekolah;Membuang sampah pada tepatnya;Melaksanakan piket kelas;Ikut aktif kajian lingkungan;c
11;Banjir di Jakarta adalah contoh dari rusaknya daya dukung lingkungan, dalam hal...;kurangnya sungai;kurangnya saluran air limbah rumah tangga;kurang maksimalnya tata ruang kota;kurangnya daerah serapan air;kurang disiplinnya warga dalam menjaga kebersihan;d
11;Terjadinya erosi adalah salah satu kerusakan alam yang diakibatkan oleh...;Gempa bumi;Ulah manusia;Hujan;Pembalakan;Ladang berpindah;b
11;Hujan asam di sebabkan oleh kandungan asam yang ada di udara sangat besar sehingga pada saat hujan, terbawa oleh hujan! biasanya hujan asam terjadi di...;Daerah hutan asam;Pemukiman padat;Daerah pesisir pantai;Daerah kawasan industri;Daerah kali urang;d
11;Salah satu tindakan rehabilitasi hutan alam dan tanah kritis adalah...;Tebang pilih;Pemupukan masal;Menambah hutan suaka;Reboisasi dan konsevasi tanah;Menjaga keamanan hutan;d
11;Istilah yang tepat untuk jenis sumber daya yang berasal dari ikan adalah...;Sumber daya manusia;Sumber daya hewani;Sumber daya nabati;Sumber daya hayati;Sumber daya alam;b
11;Faktor utama terjadinya krisis lingkungan adalah...;Pemakaian teknologi;Meningkatnya gas-gas rumah kaca;Meningkatnya jumlah macam kebutuhan hidup;Ledakan penduduk;Tedapat lubang di lapisan ozon;d
11;Kebun raya Bogor merupakan salah satu contoh perlindungan...;Alam terbimbing;Alam nasional;Alam ketat;Taman nasional;Alam botani;a
11;Perlindungan alam antropologi dilakukan untuk melindungi...;Suku bangsa tertentu;Hewan tertentu;Tumbuhan tertentu;Hewan dan tanaman tertentu;Kondisi kehutanan;a
11;Pencemaran suara tidak disebabkan karena suara...;Mobil;Kereta api;Pesawat udara;Sepeda;Sepeda;D
11;Pencemaran tanah terjadi karena hal berikut, kecuali...;Adanya zat-zat yang tidak dapat diuraikan;Zat cair yang berbahaya tidak larut di air;Bungkus makanan dari daun pisang;Ampas kimia yang berbahaya;Plastik bekas;c
11;Konservasi memiliki tujuan...;Pemanfaatan lingkungan untuk pembangunan;Pengelolaan lingkungan agar dapat dimanfaatkan sepuasnya;Perlindungan sumber daya alam agar lestari;Untuk mengumpulkan berbagai jenis hewan dan tumbuhan dalam suatu tempat;Sebagai upaya membudidayakan flora dan fauna untuk dimanfaatkan;c
11;Pembangunan berkelanjutan adalah...;pembangunan yang tidak memperhatikan kelestarian lingkungan;pembangunan yang selalu memperhatikan kelestarian lingkungan hidup;pembangunan yang lebih mengedepankan kemewahan;pembangunan dibantaran sungai;pembangunan didaerah resapan air;b
11;Usaha untuk menjaga kelestarian air tanah dilingkungan kita dapat dilakukan dengan cara berikut, kecuali...;Mengurangi penggunaan air tanah bagi kegiatan industri;Mencegah kepadatan penduduk yang tinggi;Membuat peraturan penggunaan air tanah;Pelaksanaan AMDAL diperlonggar;Pelaksanaan AMDAL diperlonggar;D
11;Untuk mengatasi masalah kekeringan dapat dilakukan dengan...;Pengerukan sungai;Hujan buatan;Pembuatan waduk;Reklamasi pantai;Pembuatan sengkedan;b
11;Penangkapan ikan dengan menggunakan racun dan bom ikan dilarang karena...;Mematikan semua jenis ikan yang besar dan kecil;Menyebabkan abrasi pantai;Menurunkan kadar oksigen di air;Meningkatkan karbondioksida terlarut;Merusak terumbu karang;a
11;Lingkungan hidup merupakan...;Titipan generasi mendatang;Warisan untuk generasi sekarang;Pinjamanan generasi sekarang;Barter antar generasi;Milik generasi sekarang;a
11;Komponen lingkungan yang paling berpengaruh adalah...;Hewan;Tumbuhan;Manusia;Perkebunan;Pertanian;c
