Kelas;Soal;A;B;C;D;E;Jawaban
9;Pemanasan global adalah ...;Terperangkapnya gelombang inframerah di permukaan bumi karena adanya lapisan gas polutan di atmosfer;Kenaikan suhu rata-rata permukaan bumi akibat dari peristiwa efek rumah kaca;Peristiwa rusaknya lapisan ozon sehingga radiasi ultraviolet ke bumi meningkat;Kenaikan suhu di permukaan bumi akibat dari musim kemarau yang berkepanjangan;#;B
9;"Sikap dan tindakan yang dapat dilakukan untuk mengurangi dampak dari pencemaran udara, kecuali ...";Penanaman lahan gundul;Membatasi penggunakan kendaraan yang menggunakan bahan bakar fosil;Lokalisasi daerah industri;Menghemat penggunaan energi listrik.;#;D
9;"Elektromagnet banyak dipakai pada alat-alat listrik, karena . . . .";sifat kemagnetannya yang tetap;sifat kemagnetannya yang lemah sehingga mudah diubah-ubah;sifat kemagnetannya tidak dapat dihilangkan;dapat dibentuk dengan berbagai bentuk sesuai keperluan dan sifat kemagnetannya dapat diubah-ubah;#;D
9;Alat listrik di dalam ini yang tidak memakai magnet adalah . . . .;bel listrik;mikrofon;pesawat penerima;relai;#;B
9;Paku berada dalam medan magnet dan dapat menarik paku lain di dekatnya. Kejadian itu disebut . . . .;deklinasi;inklinasi;induksi;konduksi;#;C
9;Gaya tarik-menarik atau gaya tolak-menolak yang terkuat dalam magnet terdapat pada bagian . . . .;kutub utara magnet;kutub selatan magnet;tengah magnet;kedua kutub magnet;#;D
9;"Bila sebatang baja dijadikan magnet, batang itu menjadi . . . .";magnet tetap;magnet sementara;elektromagnetik;kutub magnet;#;A
9;Yang menjadi dasar utama timbulnya perbedaan potensial dalam dinamo adalah . . . .;pergerakan magnet di sekitar kumparan;pergerakan kumparan di sekitar magnet;perubahan jumlah garis gaya dalam kumparan;perubahan kutub-kutub magnet dalam kumparan;#;C
9;Arus listrik dapat ditimbulkan oleh medan magnet. Arus listrik macam ini dinamakan . . . .;arus kuat;arus lemah;arus induksi;arus tegangan rendah;#;C
9;Pernyataan yang benar tentang trafo adalah . . . .;trafo dapat memperbesar daya listrik;trafo dapat digunakan pada arus DC;"jika tegangan primer > tegangan sekunder, maka arus primer < arus sekunder";jika arus primer > arus sekunder maka trafonya merupakan jenis step-down;#;C
9;"Efisiensi sebuah trafo adalah 80%. Jika daya primernya 500 W, daya sekundernya adalah . . . .";500 W;425 W;400 W;625 W;#;C
9;"Arus primer sebuah trafo adalah 3,5 A. Jika jumlah lilitan primer 120 dan lilitan sekundernya 42, maka besarnya arus sekunder adalah . . . .";"12,25 A";1:00 AM;"3,5 A";"122,5 A";#;B
9;Bumi dalam peredarannya mengelilingi matahari terletak pada satu bidang yang disebut . . . .;meridian;bidang bujur;cakrawala;ekliptika;#;D
9;Teori yang tidak menjelaskan asal-usul tata surya adalah . . . .;teori Nebula;teori Planetesimal;teori Dentuman besar;teori Bintang kembar;#;C
9;Komet sebagian besar mengandung . . . .;hidrogen;oksigen;besi;es dan gas-gas beku;#;D
9;"Pesawat angkasa di bawah ini milik negara USA, kecuali . . . .";Mariner;Apollo;Viking;Venera;#;D
9;Planet yang periode revolusinya paling pendek adalah . . . .;Merkurius;Bumi;Mars;Jupiter;#;A
9;Lapisan atmosfer yang terjadi proses ionisasi sehingga mampu memantulkan gelombang radio adalah . . . .;termosfer;stratosfer;mesosfer;troposfer;#;A
9;Energi yang dipancarkan matahari berasal dari reaksi fusi unsur . . . .;hidrogen dan selenium;hidrogen dan helium;hidrogen dan oksigen;helium dan neon;#;C
9;Terbentuknya lapisan tanah akibat aktivitas hewan kecil dalam tanah merupakan pelapukan . . . .;organik;kimia;fisika;mekanik;#;A
9;Berikut ini aktivitas negatif manusia terhadap lingkungan darat adalah . . . .;pembuangan sampah pada tempat pembuangan akhir;pembalakan hutan;sistem pertanian terasering;memisahkan sampah organik dan anorganik;#;B
9;Proses yang terjadi pada lingkungan dipengaruhi oleh . . . .;interaksi antara manusia satu dengan yang lain;interaksi antara manusia dan lingkungan;interaksi antar lingkungan;interaksi antara ekosistem;#;B
9;Berikut ini yang termasuk benda magnetik adalah . . . .;"aluminium, karet";"besi, kobalt";"besi, kertas";"kertas, karet";#;B
9;Magnet tersusun oleh magnet-magnet kecil yang biasanya disebut . . . .;magnet partikel;magnet elementer;magnet permanen;magnet bagian;#;B
9;"Jika sebuah magnet batang dipotong menjadi dua, maka potongan-potongan magnet tersebut yang tidak benar adalah . . . .";bersifat magnet;memiliki dua kutub;memiliki kutub utara dan selatan;hanya memiliki kutub utara saja;#;D
9;Bumi dianggap sebagai magnet batang yang sangat besar. Kutub utara magnet terletak di daerah . . . .;kutub utara;kutub selatan;khatulistiwa;permukaan bumi;#;B
9;Alat yang menggunakan prinsip elektromagnetik adalah . . . .;"bel listrik, pesawat telepon, dan telegraf";"bel listrik, TV, dan relai";"pesawat telepon, dan telegrap";"TV, radio listrik, dan telepon";#;A
9;Arus induksi adalah berupa . . . .;arus searah;arus bolak-balik;arus DC;arus DC dan AC;#;B
9;Timbulnya gaya gerak listrik pada kedua ujung kumparan disebabkan terjadi perubahan . . .;tegangan;jumlah garis gaya magnet;jumlah lilitan;arus listrik;#;B
9;Berikut ini yang bukan merupakan faktor yang mempengaruhi besar GGL induksi yaitu . . . .;banyaknya lilitan;kecepatan perubahan medan magnet;kekuatan magnet;masalah lilitan kumparan;#;D
9;Pada trafo step-up yang tidak benar adalah . . . .;jumlah lilitan primer lebih kecil dari jumlah lilitan sekunder;tegangan primer lebih kecil dari tegangan sekunder;kuat arus primer lebih kecil dari kuat arus sekunder;kuat arus primer lebih besar dari pada kuat arus sekunder;#;C
9;Teori yang menyebutkan bahwa bumi beredar mengelilingi matahari adalah . . . .;geosentris;heliosentris;geosinkron;perihelium;#;B
9;Peristiwa di bawah ini yang bukan merupakan peristiwa gravitasi bumi adalah . . . .;penerjun payung;buah kelapa jatuh;bola menggelinding;peluru yang ditembakkan ke atas;#;C
9;Benda-benda di langit yang jumlahnya ratusan ribu dan beredar mengelilingi matahari disebut . . .;komet;asteroid;meteor;meteorit;#;B
9;Bagian atas dari atmosfer matahari yang sering disebut sebagai mahkota matahari adalah . . . .;korona;protuberans;fotosfer;kromosfer;#;A
9;Di bawah ini adalah lapisan atmosfer yang berada pada 10 km sampai 40 km di atas permukaan bumi adalah . . . .;troposfer;mesosfer;stratosfer;termosfer;#;B
9;"Gerakan bumi yang mempunyai kala edar 23 jam 56 menit 4,09 detik adalah . . . .";rotasi;putaran;revolusi;keliling;#;A
9;Bayangan inti yang berbentuk kerucut pada saat gerhana bulan disebut . . . .;umbra;penumbra;lengkap;tak lengkap;#;A
9;Salah satu cara mengurangi pemanasan global . . . .;penghijauan di daerah perkotaan;penggunaan bensin untuk bahan bahan kendaraan;ladang berpindah;pembukaan hutan;#;A
9;"Gejala-gejala litosfer yang termasuk oleh tenaga endogen, adalah . . . .";vulkanisme;angin;air;gletser;#;A
9;Tenaga yang berasal dari luar bumi bersifat . . . .;merusak bentuk muka bumi;membentuk muka bumi;menambah kekuatan muka bumi;menambah variasi bentuk muka bumi;#;A
9;"Bulan yang mempunyai orbit bulan 27,5 hari adalah bulan . . . .";sinodis;baru;kuartir awal;sideris;#;D
9;Hasil akhir dari proses oogenesis adalah ...;1 ootid dan 2 badan polar;1 ootid dan 3 badan polar;1 spermatosit primer dan 2 badan polar;1 spermatosit primer dan 3 badan polar;#;B
9;"Pada proses pertumbuhan dan perkembangan sperma, sel haploid dimulai pada tahapan ...";sprematogonium;sprematosit primer;spermatosit sekunder;spermatid;#;A
9;Berikut ini yang merupakan saluran reproduksi pada pria secara urut adalah ...;testis -- vas deferens -- epididimis -- uretra -- penis;testis -- epididimis -- vas deferens -- uretra -- penis;testis -- uretra -- vas deferens -- epididimis -- penis;testis -- epididimis -- uretra -- vas deferens -- penis;#;B
9;"Selain menghasilkan sperma, testis juga berfungsi untuk menghasilkan hormon ...";progesteron;insulin;testosteron;estrogen;#;C
9;Hormon yang paling aktif sejak awal proses menstruasi pada wanita dewasa adalah hormon ...;estrogen;progesteron;FSH;gonadotropin;#;C
9;Proses berhentinya siklus menstruasi pada wanita usia lanjut disebut ...;ogenesis;spermatogenesis;menopause;fertilisasi;#;C
9;Fungsi dari amnion adalah ...;melindungi embrio dari guncangan;pertukaran zat antara ibu dan janin;memberi makan dan oksigen pada embrio;melindungi ibu hamil;#;A
9;Bayi kembar yang dilahirkan dari pembelahan satu zigot menjadi dua yang terus tumbuh menjadi individu disebut kembar ...;identik;tidak identik;fraternal;nonfraternal;#;A
9;Berikut ini penyakit pada sistem reproduksi yang dapat mengakibatkan menurunnya sistem kekebalan tubuh seseorang adalah ...;AIDS;herpes;gonore;sifilis;#;A
9;Tanaman cocor bebek akan menumbuhkan tunasnya pada bagian ...;batang;akar;bunga;daun;#;D
9;Perkembangbiakan tumbuhan secara tidak kawin dengan bantuan manusia disebut perkembangbiakan ...;generatif;vegetatif buatan;vegetatif alami;aseksual alami;#;C
9;Berikut ini yang merupakan persamaan dari tumbuhan lumut dan paku adalah ...;bentuk batangnya;bentuk daunnya;bentuk akarnya;cara perkembangbiakannya;#;D
9;Perkembangbiakan tumbuhan yang dilakukan dengan cara menimbun bagian cabang yang tumbuh memanjang dalam permukaan tanah disebut ...;merunduk;okulasi;stek;mengenten;#;A
9;Jenis hewan di bawah ini yang cara berkembangbiaknya sama dengan tumbuhan pisang adalah ...;ganggang merah;ganggang hijau;amoeba;hydra;#;D
9;Protozoa bereproduksi dengan cara ...;fragmentasi;pertunasan;membelah diri;spora;#;C
9;Berikut ini hewan yang bekembangbiak dengan cara bertelur adalah ...;"itik, angsa, dan bebek";"hiu, ayam, dan cicak";"kera, bebek, dan ayam";"angsa, bebek, dan kelinci";#;A
9;Perkembangbiakan generatif pada tumbuhan hanya bisa terjadi pada tumbuhan yang memiliki ...;akar;daun;batang;bunga;#;D
9;Alat kelamin jantan pada bunga dinamakan ...;benang mahkota;mahkota bunga;putik;benang sari;#;D
9;Hewan di bawah ini yang dapat membantu penyerbukan pada tumbuhan yaitu ...;jangkrik;lebah;gajah;ayam;#;B
9;Berikut ini pernyataan yang benar tentang gen adalah ...;sebagai penentu sifat yang tidak diwariskan pada turunannya;merupakan satuan-satuan kecil penyusun kromosom;penentu sifat antara individu yang diwariskan kepada keturunannya;merupakan kumpulan dari kromosom;#;C
9;Sifat paling mencolok yang diturunkan oleh induk disebut ...;resesif;dominan;genotip;fenotip;#;B
9;Kromosom yang berfungsi untuk menentukan jenis kelamin suatu inividu disebut ...;gonosom;autosom;alel;haploid;#;A
9;Tokoh yang dikenal sebagai pelopor ilmu genetika adalah ...;Carolus Lineaus;Gregor Johann Mendel;Karl Landsteiner;Charles Robert Darwin;#;B
9;Jumlah kromosom tubuh pada manusia adalah ...;23;32;46;64;#;C
9;Sifat warna ungu dan buahnya manis merupakan contoh ...;genotipe;persilangan;fenotipe;mutasi;#;C
9;Persilangan dengan satu sifat beda disebut ...;hibridisasi;dihibrid;homozigot;monohibrid;#;D
9;"Mangga manis berbuah besar memiliki genotype MMBb, gamet untuk genotip tersebut adalah...";MB;Mb;"MB, Mb";"MB, Mb, mB, bb";#;C
9;Persilangan dua individu yang bersifat intermediet antara warna merah dan putih akan menghasilkan F2 dengan warna ...;"merah, merah muda, dan putih";merah muda dan merah;merah muda dan putih;merah dan putih;#;A
9;Rasio fenotip persilangan dihibrid adalah ...;1:02:01;3:01;1:03;9 : 3 : 3 : 1;#;D
9;Berikut ini yang merupakan alel homozigot resesif adalah ...;Mm;MM;mm;mM;#;C
9;"Pada persilangan monohibrid mawar merah (MM) dan mawar putih (mm) dihasilkan keturunan pertamanya mawar merah. Jika keturunan pertama disilangkan sesamanya, maka dihasilkan F2 sebanyak 48 bunga. Jumlah bunga yang berwarna putih pada F2 adalah ,,,,";1;3;12;36;#;C
9;Penyakit yang dapat diturunkan pada keturunannya adalah ...;buta warna dan hemophilia;hemofilia dan anemia;buta warna dan gagal ginjal;gagal ginjal dan anemia;#;A
9;"Berikut ini adalah tolok ukur atau indikator dalam penggolongan negara sebagai negara maju atau negara berkembang, kecuali...";pendapatan perkapita;jumlah penduduk miskin;angka melek huruf;angka pengangguran;#;B
9;"Dilihat dari segi kependudukan suatu negara, dikatakan sebagai negara berkembang bila ...";angka usia harapan hidup tinggi;angka pertumbuhan penduduk tinggi;penguasaan terhadap iptek tinggi;tingkat pendidikan cukup tinggi;#;B
9;Negara-negara di Asia yang dikelompokkan sebagai negara maju adalah ... .;Jepang dan Indonesia;Cina dan Malaysia;Jepang dan Korea Selatan;India dan Pakistan;#;C
9;Negara-negara berkembang sebagian besar berada di benua...;Amerika dan Eropa;Amerika dan Asia;Eropa dan Australia;Asia dan Afrika;#;D
9;Negara-negara yang tergabung dalam triple Entente pada Perang Dunia II lebih dikenal dengan sebutan blok...;Sentral;Sekutu;Barat;Timur;#;B
9;Sebab khusus Perang Dunia II di Eropa dimulai dengan...;serangan Jerman terhadap Polandia;serangan Jerman terhadap Perancis;serangan Inggris terhadap Jerman;serangan Italia terhadap Jerman;#;A
9;Berikut ini yang bukan termasuk sebab umum Perang Dunia II karena adanya...;politik aliansi/mencari kawan persekutuan;pertentangan-pertentangan akibat ekspansi;"pertentangan faham demokrasi, fasisme dan komunisme";LBB yang dapat berhasil melaksanakan tugasnya;#;D
9;Semangat chauvinistis yang digencarkan Jerman memiliki pengertian ... .;kesetiaan berlebihan pada negara sendiri;perlindungan negara terhadap rakyatnya;keamanan bagi sebuah negara;kemampuan ekonomi negara;#;A
9;Pandangan Jerman dan Italia yang membanggakan kekuatan militernya disebut...;irredente;chauvinisme;fasisme;merkantilisme;#;C
9;"Imperialisme Inggris, Perancis, dan Amerika Serikat mendapat tantangan dengan diumumkannya Jerman Raya, yang terkenal dengan istilah...";Kolonialisme;Italia Irredenta;Lebensraum;Revanche Idea;#;C
9;Perang Dunia II di Asia Pasifik disebabkan oleh serbuan Jepang terhadap...;"Pangkalan militer Inggris di Pearl Harbour, Hawai";"Pangkalan militer Amerika Serikat di Pearl Harbour, Hawai";Sekutu di kawasan Asia Timur;Sekutu di Asia Tenggara;#;B
9;"Berikut ini adalah medan Perang Dunia II, kecuali...";Eropa;Australia;Asia Pasifik;Afrika;#;B
9;"Setelah Perang Dunia II berakhir maka diadakanlah perjanjian perdamaian antara pihak pemenang dan yang kalah, perjanjian itu antara lain Konferensi Postdam yang diadakan antara...";Sekutu dengan Jerman;Sekutu dengan Jepang;Sekutu dengan Italia;Sekutu dengan Polandia;#;A
9;Akibat positif dari Perang Dunia II bagi bangsa Indonesia adalah...;Indonesia menjadi negara merdeka di bawah pengawasan Jepang;Indonesia masuk menjadi anggota PBB;penjajahan Belanda di Indonesia berakhir;penghapusan pengaruh-pengaruh Barat di kalangan rakyat Indonesia;#;D
9;"Kedatangan Jepang ke Indonesia semula disambut dengan suka cita oleh bangsa Indonesia, karena Jepang menganggap dirinya sebagai...";cahaya bagi bangsa Indonesia;pelindung bagi bangsa Asia;pemimpin bagi bangsa Asia;saudara tua bangsa Indonesia;#;D
9;Tujuan Jepang mengadakan propaganda dengan Gerakan 3A untuk...;menekan partai-partai politik di Indonesia;mendapat dukungan melawan sekutu;menghindari perlawanan rakyat Indonesia;melawan pemerintah kolonial Belanda;#;B
9;Tenaga kerja paksa yang dikerahkan oleh Jepang untuk membangun objek-objek vital disebut...;Romusha;Seinendan;Kerja Rodi;Fujinkai;#;A
9;"Untuk menghadapi perang Asia Timur Raya, pemerintahan pendudukan Jepang mendidik para pemuda yang berumur 18-25 tahun dan bertugas sebagai pembantu prajurit Jepang disebut ...";Keibodan;Seinendan;Heiho;PETA;#;C
9;Organisasi semi militer yang dibentuk oleh Jepang yang bertugas sebagai barisan wanita dinamakan...;Seinendan;Heiho;Fujinkai;Keibodan;#;C
9;"Pada masa pendudukan Jepang, hasil pertanian Indonesia mengalami kemerosotan karena ...";tanahnya semakin sempit;para petani menjadi romusha;kesuburan tanahnya berkurang;rakyat diwajibkan menanam jarak;#;B
9;"Berikut ini adalah tugas AFNEI di Indonesia, kecuali...";menerima penyerahan kekuasaan dari tangan Jepang;menyerahkan kekuasaan atas Indonesia kepada NICA;membebaskan para tawanan perang dan interniran Sekutu;menghimpun keterangan dan menuntut penjahat perang;#;B
9;Salah satu faktor yang meyebabkan terjadinya konflik antara Indonesia dengan Belanda setelah proklamasi kemerdekaan adalah...;Indonesia membantu Sekutu menghadapi Belanda;Indonesia membantu Jepang menghadapi Belanda;NICA membantu mengamankan Jepang;NICA berusaha mempersenjatai KNIL;#;D
9;Kedatangan pasukan Sekutu akhirnya disambut dengan perlawanan oleh rakyat Indonesia karena sekutu...;melucuti tentara Jepang;mengubah pemerintahan RI;membantu pasukan Jepang;membawa serta NICA;#;D
9;"Upaya menyelesaikan permasalahan Indonesia -- Belanda, PBB membentuk Komisi Tiga Negara yang terdiri dari...";"Amerika Serikat, Inggris, dan Austria";"Amerika Serikat, Belgia, dan Austria";"Amerika Serikat, Belgia, dan Australia";"Amerika Serikat, Inggris, dan Australia";#;C
9;"Komisi Tiga Negara berhasil mempertemukan Indonesia-Belanda dalam suatu perjanjian yang dikenal dengan perundingan Renville, akibatnya bagi Indonesia adalah...";wilayah Indonesia semakin luas;wilayah Indonesia semakin sempit;Belanda mengakui kedaulatan atas Republik Indonesia;Belanda menuntut penghapusan Negara Republik Indonesia Serikat;#;B
9;Suatu bukti bahwa pemerintah RI tetap tegak berdiri walaupun ibu kota RI dikuasai Belanda pada waktu Agresi Militer Belanda II adalah ...;Presiden Soekarno menjalankan pemerintahan dari pengasingan;ibu kota RI di Yogyakarta dikuasai Sri Sultan Hamengkubuwana IX;ibu kota RI dikembalikan dari Yogyakarta ke Jakarta;dibentuknya Pemerintahan Darurat RI di Bukittinggi Sumatera Barat;#;D
9;"Ketika Indonesia diakui kedaulatannya oleh Belanda pada tanggal 27 Desember 1949 dengan nama negara RIS, maka negara RI...";merupakan bagian dari negara RIS;dinyatakan telah bubar;masih tetap tegak berdiri sejajar RIS;tidak jelas statusnya;#;A
9;Komisi Perserikatan Bangsa-Bangsa untuk Indonesia (United Nations Commission for Indonesian atau UNCI) diberi tugas oleh PBB untuk...;melancarkan perundingan antara Indonesia dengan Belanda;melucuti tentara NICA yang berada di Indonesia;menggantikan tugas Komisi Tiga Negara;membentuk pemerintah darurat di Indonesia;#;A
9;"Sebagai penghargaan atas jasa para pahlawan di Surabaya yang mempertahankan tanah air Indonesia dari kekuasaan asing, maka tanggal 10 November ditetapkan sebagai hari...";kebangkitan nasional;kesaktian Pancasila;berkabung nasional;pahlawan;#;D
9;"Perang Puputan Margarana terjadi karena rakyat kecewa, Bali tidak termasuk wilayah RI. Keputusan ini merupakan hasil ...";perundingan Linggajati;konferensi Meja Bundar;perundingan Renville;persetujuan Roem -- Royen;#;A
9;Dampak Serangan umum 1 Maret 1949 bagi perjuangan diplomasi Indonesia di luar negeri adalah ...;dunia internasional mendukung penyerahan kedaulatan RIS;negara-negara simpatisan Indonesia memberi bantuan senjata;dukungan internasional terhadap masalah Indonesia meningkat;negara-negara di Eropa mendorong Belanda melepaskan Indonesia;#;C
9;Pemilu I tahun 1955 untuk memilih...;Anggota DPR dan MPR;Anggota DPR dan Konstituante;Anggota DPRS dan MPRS;Anggota DPRS dan konstituante;#;B
9;Alasan dikeluarkannya Dekrit Presiden 5 Juli 1959 yaitu ...;pembentukan MPRS dan DPAS;dibubarkannya badan konstituante;kembali berlakunya UUD 1945;badan konstituante gagal menyusun UUD;#;D
9;"Kabinet Natsir hanya memerintah selama 8 bulan, Natsir dijatuhkan karena...";dituduh terlalu condong ke Amerika Serikat;kegagalan berunding dengan Belanda masalah Irian Barat;timbulnya gerakan separatisme diberbagai daerah;persingan antara golongan agama dengan nasionalis;#;B
9;"Sejak tahun 1950 pemerintahan mulai tidak stabil, disebabkan oleh...";pergantian konstitusi RIS menjadi UUD S 1950;masa peralihan yang mendadak dari negara serikat;sistem pemerintahan parlementer;belum adanya DPR dan MPR;#;C
9;"Setelah dekrit presiden dikeluarkan pada 5 Juli 1959, DPAS dan MPR menjadikan Manifesto politik Republik Indonesia sebagai...";Garis-garis Besar Haluan Negara (GBHN);Anggaran Pendapatan dan Belanja Negara (APBN);senjata untuk menumpas gerakan separatis;acuan dalam pelaksanaan politik luar negeri;#;A
9;"Selain Indonesia, Negara yang memiliki kekayaan hutan terbesar di dunia adalah";Brazil dan Australia;Brazil dan Bangladesh;Brazil dan Zaeire;Brazil dan Colombia;#;C
9;Tari Pendet berasal dari daerah;Bali;Aceh;Jawa Timur;Sulawesi Tenggara;#;A
9;Negara yang pendapatan nasional per kapita-nya tinggi dikategorikan sebagai negara ...;maju;dunia ketiga;berkembang;gagal;#;A
9;Negara-negara yang sedang berkembang sering disebut juga dengan istilah negara ...;maju;dunia ketiga;industri;gagal;#;B
9;Negara maju yang sumber daya alamnya terbatas tetapi sumber daya manusianya berkualitas adalah.;Amerika Serikat;Australia;Jerman;Jepang;#;D
9;Negara-negara di Asia yang dikelompokkan sebagai negara maju adalah ...;Jepang dan Indonesia;India dan Pakistan;Cina dan Malaysia;Jepang dan Korea Selatan;#;D
9;Salah satu ciri utama kegiatan ekonomi negara-negara maju adalah adanya komersialisasi bidang pertanian. Yang bukan merupakan tujuan komersialisasi bidang pertanian adalah ...;ekspor;penggunaan bibit unggul;industri pertanian;mengisi lahan yang kosong;#;D
9;"Indonesia menyediakan jalur pelayaran internasional untuk dilewati kapal-kapal laut dari negara lain, yaitu.";Selat Sunda;Selat Bali;Selat Malaka;"Jawaban a,b, dan c benar";#;D
9;"Dalam bidang kependudukan, yang dapat dijadikan sebagai tolok ukur kemajuan suatu negara adalah ...";penduduknya padat di wilayah pedesaan;pendapatan per kapita tinggi;tingkat pengangguran tinggi;tingkat buta huruf tinggi;#;B
9;Negara di Asia Tenggara yang dikelompokkan sebagai negara industri baru adalah ...;Indonesia;Filipina;Myanmar;Singapura;#;D
9;"Berdasarkan ciri atau karakteristiknya, negara berikut tidak tergolong negara maju, yaitu.";Australia;Perancis;Kanada;India;#;D
9;Salah satu ciri utama negara berkembang dalam bidang pertanian adalah ...;berorientasi ekspor;sudah menggunakan mesinisasi;padat karya;padat modal;#;C
9;"Di bidang ketenagakerjaan, sebagian besar penduduk negara maju memiliki tenaga kerja ...";terdidik;tidak terdidik;terlatih;terdidik dan terlatih;#;D
9;Angka kematian bayi di negara berkembang dan negara terbelakang adalah ...;rendah;tinggi;sedang;rendah sekali;#;B
9;"Perang Pasifik yang menjadi bagian dari Perang Dunia II, yaitu diawali dengan peristiwa ...";pendudukan Saipan di Kepulauan Marina;penyerbuan Jepang terhadap semenanjung Korea;penyerbuan Jepang terhadap wilayah Asia Tenggara dan Cina;penyerangan Jepang atas pangkalan Angkatan Laut Amerika Serikat;#;D
9;Semangat chauvinistis yang digencarkan Jerman memiliki pengertian ...;kesetiaan berlebihan pada negara sendiri;perlindungan negara terhadap rakyatnya;keamanan bagi sebuah negara;kemampuan ekonomi negara;#;A
9;Kebijaksanaan kependudukan yang sering ditempuh oleh negara-negara berkembang pada umumnya adalah ...;menghambat kecepatan pertumbuhan penduduk;melaksanakan urbanisasi;menghapus kemelaratan;pembangunan di segala bidang;#;A
9;Pandangan Jerman dan Italia yang membanggakan kekuatan militernya disebut ...;fasisme;irredente;keamanan bagi suatu negara;merkantilisme;#;A
9;Tujuan diberlakukannya sistem ekonomi Gerakan Benteng adalah...;memajukan perusahaan daerah;memberikan kredit lunak untuk para pengusaha pribumi;melindungi pengusaha pribumi dari persaingan dengan pengusaha nonpribumi;memberikan fasilitas bea ekspor bagi pengusaha non pribumi;#;C
9;Salah satu isi Perjanjian Postdam 1945 adalah ...;diliterisasi angkatan perang Jerman;penyerahan Pulau Kuriel dan Sakhalin kepada Rusia;mengadili semua tokoh fasis yang dianggap sebagai penjahat perang;pengawasan Italia oleh pasukan Amerika Serikat;#;A
9;Beberapa negara blok fasis yang terlibat dalam Perang Dunia II antara lain ...;"Jerman, Italia, Belgia";"Italia, Jerman, Inggris";"Jerman, Italia, Jepang";"Jerman, Prancis, Inggris";#;C
9;Salah satu hasil yang tertuang dalam Perjanjian San Fransisco 1952 antara lain ...;Jepang harus membayar biaya perang kepada Sekutu;Jepang harus memberikan kemerdekaan kepada semua bekas wilayah jajahannya;mengadili semua penjahat perang;Jepang harus memperbaiki kerusakan pangkalan Angkatan Laut Amerika Serikat;#;A
9;Beberapa pulau di Indonesia yang termasuk wilayah I ketika pendudukan Jepang antara lain ...;Jawa dan Madura;Sumatera dan Jawa;Kalimantan dan Sulawesi;Sumatera dan Kalimantan;#;A
9;Barisan pelajar sekolah lanjutan bentukan pemerintah pendudukan Jepang di Indonesia adalah ...;seinendan;keibodan;gakutokai;jawa hokokai;#;C
9;Gerakan Tiga A dipimpin oleh...;Ir. Soekarno;Syahrir;K.H. Mas Mansyur;Mr. Syamsudin;#;D
9;"Pada tanggal 8 Maret 1942, pemerintah Hindia Belanda menyerah kepada Jepang di ...";Karawang;Kalijati;Tuntang;Tasikmalaya;#;B
9;"Pada tanggal 8 Desember 1941, Jepang menyerang Pearl Harbour di Hawaii, sebuah pangkalan laut milik negara ...";Inggris;Belanda;Amerika Serikat;Jerman;#;C
9;"Setelah Gerakan Tiga A dianggap tidak menguntungkan, maka organisasi tersebut oleh Jepang dibubarkan. Sebagai gantinya dibentuk organisasi ...";Putera;Parindra;MIAI;Masyumi;#;A
9;Salah satu organisasi keagamaan yang dibiarkan berkembang oleh Jepang adalah ...;MIAI;Muhamadiyah;Masyumi;Nahdlatul Ulama;#;A
9;"Perhatikan pernyataan berikut! 1). Diperkenalkan oleh Menteri Perekonomian Iskaq Cokroadisuryo pada masa Kabinet Ali Sastroamijoyo I tahun 1954 2). Bentuk kerja sama ekonomi antara pengusaha pribumi dan nonpribumi. 3). Menekankan pada kebijakan Indonesianisasi yang mendorong tumbuh dan berkembangnya pengusaha-pengusaha swasta nasional pribumi. Sistem ekonomi yang sesuai dengan pernyataan tersebut, ialah ...";sistem ekonomi Gerakan Benteng;sistem ekonomi Rencana Soemitro;sistem ekonomi Ali-Baba;system ekonomi Gunting Syafrudin;#;C
9;"Pemimpin-pemimpin di bawah ini pada mulanya melakukan taktik kooperasi dengan pemerintah Jepang, kecuali ...";Ir Soekarno;Drs. Moh. Hatta;Sutan Syahrir;Mr. Achmad Subarjo;#;C
9;Tujuan Jepang membentuk Seinendan adalah ...;melatih para pemuda agar dapat mempertahankan tanah airnya dengan kekuatan sendiri;melatih para pemuda agar pandai mengolah kekayaan alam;melatih para pemuda agar mahir menggunakan senjata;melatih para pemuda untuk berperang;#;A
9;Ciri suatu Negara maju ialah kecuali ...;pertumbuhan penduduk kecil;angka kematian bayi besar;pendapatan rata-rata tinggi;sebagian besar penduduk tinggal di perkotan;#;B
9;Yang termasuk Negara maju ialah ....;Kenya;Kanada;Argentina;Belize;#;B
9;Aktivitas utama negara maju umumnya didominasi oleh ...;pertanian;perternakan;industri;pertambangan;#;C
9;Masalah utama negara sedang berkembang adalah ....;SDM rendah;sarana terbatas;kekurangan SDA;penduduk banyak;#;A
9;"Benua di bawah ini secara umum termasuk banyak di huni negara berkembang, kecuali ...";Amerika Selatan;Amerika Utara;Afrika;Asia;#;B
9;"Pembangunan dilaksanakan secara terus menerus, karena ....";kebutuhan manusia senantiasa berkembang;setiap negara terus bersaing;penduduk terus bertambah;teknologi terus berkembang;#;A
9;Sebab khusus terjadinya perang Dunia 1 ialah terbunuhnya putra mahkota kerajaan Austria yang bernama :;Sarajevo;Ferdinand Marcos;Franz Ferdinand;Gavrilo Prinziple;#;C
9;Yang bukan anggota Triple Aliance (blok sentral) pada Perang dunia I ialah :;Jerman;Austria;Rusia;Italia;#;C
