Kelas;Soal;A;B;C;D;E;Jawaban
5;Anusapati membunuh Ken Arok karena ...;ingin memiliki kekuasaan di Kerajaan Singasari;memiliki ambisi untuk menjadi raja di Singasari;Anusapati tersinggung dengan ucapan Ken Arok;membalas dendam kematian Tunggul Ametung;#;D
5;Tokoh-tokoh kerajaan Singasari ditunjukan oleh nomor ...;"1, 3 dan 5";"2, 3 dan 5";"1, 2 dan 4";"1, 3 dan 4";#;A
5;Raja-raja Kerajaan Majapahit yaitu ...;"Raden Patah, Sultan Agung, Sultan Trenggono, Sultan Hasanuddin";"Ken Arok, Anusapati, Sri Jaya Wisnuwardhana, dan Kertanegara";"Kameswara,Raja Jayabaya, Raja Gandra, dan Kertajaya";"Kertarajasa Jayawardhana, Jayanegara, Tribhuwanatunggadewi, Hayam Wuruk";#;D
5;Bagian permukaan bumi yang tidak tertutup oleh air disebut ...;Perairan;Daratan;Telaga;Selat;#;B
5;Danau buatan yang dibuat dengan cara membendung sungai yaitu ...;Bendungan;Irigasi;Teluk;Kali;#;A
5;Hutan yang hanya ditanami satu jenis tanaman disebut hutan ...;sub tropis;heterogen;belantara;homogen;#;D
5;Daratan yang menjorok ke laut disebut ...;selat;teluk;danau;tanjung;#;D
5;Pembangunan pelabuhan dan bandara mempunyai dampak negatif Contohnya ...;Petani terpaksa kehilangan pekerjaan;terkurasnya sumber daya alam;terjadinya pencemaran laut;hilangnya lahan subur;#;D
5;Dampak negatif dari pembangunan bandara yaitu ...;menyebabkan erosi dan longsor;menyebabkan sawah tergenang;mengakibatkan pencemaran;menimbulkan kerusuhan;#;A
5;Suku asmat terdapat di daerah ...;Kalimantan Selatan;Papua Timur;Banten;Bali;#;B
5;Tari Ronggeng berasal dari daerah ...;Sumatera Utara;DKI Jakarta;Padang;Bali;#;A
5;Tari kecak berasal dari daerah ...;Jawa Timur;Bandung;Bogor;Bali;#;D
5;Upacara perkawinan dan upacara kematian termasuk dalam ...;adat istiadat;sistem kekerabatan;kesenian daerah;globalisasi;#;A
5;Sikap menghormati keragaman suku bangsa dapat dilakukan dengan cara ...;bersahabat dan saling membantu;membanggakan suku bangsa sendiri;merendahkan suku bangsa lain;fanatis terhadap suku bangsa sendiri;#;A
5;Melestarikan budaya Indonesia dapat dilakukan dengan cara ...;membedakan budaya sendiri dengan budaya lainnya;membangga-banggakan budaya dari negara lain;ikut serta dalam kegiatan acara kesenian daerah;menghormati perjuangan para pahlawan;#;C
5;"Agar tercipta kerukunan di masyarakat, kita harus mengembangkan sikap ...";menang sendiri;bekerja sama;acuh tak acuh;sombong;#;B
5;"Kegiatan usaha di bidang jasa, yaitu ...";pertanian;perikanan;perbengkelan;perindustrian;#;C
5;Orang yang menggunakan jasa atau barang disebut ...;produsen;konsumen;distributor;penyalur;#;B
5;"Pekerjaan yang bergerak di bidang jasa, yaitu ...";petugas paramedis;pengrajin keramik;pembuat mebel;pembatik kain;#;A
5;"Barang konsumsi yang habis sekali pakai, yaitu ...";baju dan tas;radio dan televisi;roti dan telur;sepatu dan sepeda;#;C
5;Usaha kelompok adalah ...;kegiatan ekonomi dalam suatu negara;usaha perseorangan yang dilakukan sendiri;kegiatan manusia untuk menghasilkan barang;usaha gabungan antara beberapa orang untuk mencari laba;#;D
5;Persekutuan komanditer atau CV merupakan kegiatan ...;badan usaha yang beranggotakan perseorangan atau badan hukum yang kegiatannya berdasarkan asas kekeluargaan;persekutuan dua orang atau lebih untuk mendirikan perusahaan yang modalnya diperoleh dari penjualan saham;persekutuan antara dua orang atau lebih untuk mendirikan suatu perusahaan. Dalam perusahaan ini seorang sebagai sekutu aktif dan lainnya sebagai sekutu pasif;pekumpulan dua orang atau lebih untuk mendirikan suatu perusahaan alam perusahaan ini semua anggota bertanggung jawab penuh atas perusahaan;#;C
5;Volume sebuah tabung yang diameter alasnya 14 cm dan tingginya 20 cm adalah . . . .;2.380 cm2;1.340 cm2;3.080 cm3;3.680 cm;#;C
5;4 bulan + 6 minggu = . . . hari;162;143;126;136;#;B
5;"Jika 3 tahun yang lalu umur adikku 9 tahun, 1 windu yang akan datang umur adikku adalah . . . tahun.";24;21;20;26;#;C
5;4 jam + 2 menit + 8 detik = . . . detik.;"13,528";"16,528";"14,528";"12,528";#;C
5;"324,62 + 48,9 = . . . hasil dari penjumlahan di samping adalah . . . .";"373,62";"373,52";"373,82";"374,52";#;B
5;Bangun ruang yang memiliki enam buah sisi sama luas adalah . . . .;balok;kubus;limas;prisma;#;B
5;(6 + 5)2 + 102 = . . . .;241;215;221;224;#;C
5;"5 km + 3,2 hm = . . . m";532;"53,2";"5,032";"5,32";#;D
5;Jika umur adik dibanding umur kakak 2 : 3. Jumlah umur keduanya 40 tahun. Umur adik adalah . . . .;16;24;30;23;#;A
5;Kelipatan persekutuan terkecil dari 36 dan 48 adalah . . . .;144;164;154;170;#;A
5;5% dari 600 adalah . . . .;35;40;30;45;#;C
5;347 x 425 = . . . hasil dari perkalian di samping adalah . . . .;"174,475";"147,475";"147,745";"174,745";#;B
5;"Nilai ulangan matematika Aldi adalah 6,7,8,9,9. Nilai rata-rata Matematika Aldi adalah . . . .";"7,4";"7,6";"7,8";"7,9";#;C
5;Jika luas sebuah persegi panjang 54 cm dan lebar persegi panjang 6 cm. Maka keliling persegi panjang itu . . . cm.;30;28;"7,8";"7,9";#;A
5;"4,3 ton + 5 kuintal + 12 kg = . . . .";"4,542";"5,432";"5,243";"4,812";#;D
5;Jarak dua buah kota yang sebenarnya 50 km. Dalam suatu peta di gambar. Skala 1 : 2.000.000. Jarak pada peta adalah . . . .;"1,5 cm";"3,5 cm";2 cm;"2,5 cm";#;D
5;"12,34 + 325,6 + 25,113 = . . . .";336.503;363.053;336.053;363.503;#;B
5;Banyak rusuk yang terdapat pada limas segi empat adalah . . . .;4;5;8;10;#;C
5;5 2/5 x 6 = . . . .;30 2/5;32 2/5;32/5;127/5;#;B
5;"(214 + 8) xn = 792), maka n = . . . .";6;5;7;9;#;A
5;Bentuk persen dari 5/20 adalah . . . .;5%;15%;20%;25%;#;D
5;"3/4 + 1/5 = n, nilai n yang benar adalah . . . .";15/20;18/20;19/20;1;#;C
5;"Andi memiliki 12 kotak paku. Apabila setiap kotak berisi 2 lusin paku, maka berapa jumlah keseluruhan paku yang dimiliki Andi?";12 x 2 = 24 paku;12 x 24 = 288 buah paku;"12 x 2 = 24 paku, 12 x 24 = 288 buah paku";"12 x 2 = 24 paku, 24 x 24 = 576 buah paku";#;B
5;Bentuk desimal dari 7/100 adalah . . . .;"0,7";"0,07";7;"0,7";#;B
5;Ayah membeli 13 kardus kertas. Setiap kardus kertas berisi 4 rim kertas. Maka ada berapa lembar kertas yang dibeli oleh ayah?;4 x 300 = 1200 lembar kertas;4 x 500 = 2000 lembar kertas;4 x 400 = 1600 lembar kertas;2000 x 13 = 26000 lembar kertas;#;D
5;"Hasil dari 3/6 + 25% + 0,65 adalah . . . .";"1,4";"1,5";"1,6";"1,65";#;B
5;Hasil dari 2 1/2 + 4 2/3 - 3 1/4 adalah . . . .;9  2/3;10  5/12;10  7/12;10 11/12;#;D
5;"Budi membeli sepatu harganya Rp 185.000,00. Ia mendapat diskon 15%. Yang harus dibayar oleh Budi ke kasir sebesar . . . .";"Rp160.750,00";"Rp161.500,00";"Rp162.250,00";"Rp163.000,00";#;A
5;Ibu Fatma membeli 8 lusin gelas. Ia mendapat hadiah 4 gelas sebagai bonus. Berapa banyak gelas ibu Fatma seluruhnya?;(8 x 11) + 4 = 92;(8 x 12) + 4 = 100;(8 x 13) + 4 = 108;(8 x 14) + 4 = 116;#;B
5;"5/6 : 2/3 = n, nilai n yang benar adalah . . . .";1 1/4;1 1/2;1 1/3;1 2/3;#;A
5;Ibu Riana seorang pedagang. Pada awalnya ia mempunyai persediaan 2 kodi seprei. Hari ini terjual 2 lusin seprei. Berapa banyak seprei Ibu Riana yang belum terjual?;(2 x 20) - (2 x 12) = 40 - 24 = 15;(2 x 20) - (2 x 12) = 40 - 24 = 16;(2 x 20) - (2 x 12) = 40 - 24 = 17;(2 x 20) - (2 x 12) = 40 - 24 = 18;#;B
5;"Perbandingan uang Andi dan uang Jono adalah 4 : 5. Jika uang Jono sebanyak Rp 85.000,00, maka uang Andi . . . .";"Rp65.000,00";"Rp66.000,00";"Rp67.000,00";"Rp68.000,00";#;D
5;Kambing paman jumlahnya 65 ekor. Perbandingan kambing jantan dan betina 6 : 7. Banyaknya kambing betina adalah . . . ekor;30;35;37;42;#;B
5;"Jika Siti bersepeda selama 2 jam, kecepatannya 10 km/jam. Berapa jarak yang ditempuhnya?";2 x 1 km = 2 km;2 x 10 km = 20 km;2 x 100 km = 200 km;2 : 10 km = 0.2 km;#;B
5;"Jika A = 5, B = 12, dan C = 8. Maka (A x B) : (B + C) = . . . .";2;3;4;5;#;B
5;"Jumlah kelereng A : B = 4 : 3 dan kelereng B = 2/5 kelereng C. Jika selisih kelereng B dan C 27 butir, maka jumlah kelereng mereka semua adalah . . . butir.";85;86;87;88;#;A
5;"Jumlah uang Amel dan uang Putri Rp 270.000,00. Uang Dea 2/3 uang Amel dan uang Amel 4/5 uang Putri. Jumlah uang mereka bertiga adalah . . . .";"Rp340.000,00";"Rp350.000,00";"Rp360.000,00";"Rp370.000,00";#;C
5;Satuan derajat Fahrenheit menunjukkan angka 167 . Satuan derajat suhu tersebut setara dengan . . .  C.;70;72;74;75;#;D
5;Jarak kota D - E adalah 420 km. Jika jarak kota D - E pada peta 12 cm. Skala yang digunakan adalah . . . .;1 : 2.500.000;1 : 3.000.000;1 : 3.500.000;1 : 4.000.000;#;C
5;"Pada peta, jarak kota A ke kota B = 16 cm. Skala peta 1 : 3.500.000. Jarak sebenarnya kota A ke kota B adalah . . . km";530;540;550;560;#;D
5;Sebuah segitiga sama sisi panjang sisinya 25 cm. Skala yang digunakan 1 : 500. Keliling sebenarnya segitiga tersebut adalah . . . m;350;365;370;375;#;D
5;Sudut 1 putaran besarnya adalah . . . .;90;180;270;360;#;D
5;Besar masing-masing sudut pada segitiga sama sisi adalah . . . .;90;80;70;60;#;D
5;Kain yang bagus untuk membuat batik yang bagus adalah kain ...;sintesis;mori;sutra;blaco;#;B
5;Penggunaan kain batik yang paling besar adalah sebagai bahan ...;kerajinan;taplak meja;seprei;pakaian;#;D
5;Kain batik pada awalnya berkembang di Pulau ...;Jawa;Kalimantan;Sumatra;Bali;#;A
5;Motif tumpal biasanya terdapat pada kain batik di bagian ...;tepi;kiri;tengah;tengah;#;A
5;Alat untuk membuat batik tulis adalah ...;cap;kuas;canting;sablon;#;C
5;Batik kawung memiliki warna dasar ...;merah;biru;cokelat;putih;#;C
5;Bentuk dan warna topeng menunjukkan ...;bentuk;wajah;karakter;nama;#;C
5;"Bentuk topeng dengan wajah merah gelap, memiliki sifat sebagai berikut, kecuali ...";pemarah;kasar;galak;Rendah hati;#;D
5;Salah satu contoh karya dua dimensi adalah ...;lukisan;model mainan;roncean manik;patung;#;A
5;Patung gips merupakan contoh karya ...;seni teater;seni musik;seni tari;seni rupa;#;D
5;"Salah satu bentuk topeng berkarakter terbuka, berterus terang adalah ...";sembadra;barong;udapati;kelana;#;D
5;Karya yang dipamerkan harus diberi ...;hadiah;identitas;uang;piala;#;B
5;Waktu penyelenggaraan pameran kelas antara lain dalam acara ...;akhir tahun pelajaran;akhir bulan;akhir pekan;akhir pelajaran;#;A
5;Untuk memperindah suasana ruang pameran dapat ditambah pemasangan ...;tape recorder;lampu warna-warni;dekorasi panggung;balon;#;B
5;Diantara bentuk topeng berikut yang bersifat pemarah adalah ...;sembadra;boma naraka;barong;kelana;#;B
5;Bila menggambar figur wajah harus memperhatikan keseimbangan bila gambar itu tampak ...;depan;samping;belakang;atas;#;A
5;"Dalam mengambar figur wajah, wajah tua akan lebih ... dari wajah anak dan remaja";bundar;panjang;ellips;kecil;#;B
5;Nada fa dan si tidak digunakan dalam tangga nada ...;pelog;slendro;diatonis;pentatonis;#;B
5;Lagu Gambang Suling adalah salah satu lagu daerah dari ...;Jawa Tengah;Jawa Timur;Jawa Barat;Jawa Barat;#;A
5;Tanggal 28 Oktober 1928 diperdengarkan lagu untuk pertama kali yaitu ...;Indonesia Raya;Ibu Kita Kartini;Hari Merdeka;Indonesia Merdeka;#;A
5;Isi lagu gugur Bunga adalah mengisahkan kesedihan karena hilangnya seorang ...;penjahat;pejuang;pejabat;penjarah;#;B
5;Orang yang memainkan alat musik disebut ...;vokalis;instrumentalis;melodis;komponis;#;B
5;Permainan berbagai alat musik secara bersama-sama disebut ansambel ...;tiup;gesek;gabungan;petik;#;C
5;Musik Nusantara lahir dari budaya ...;barat;masyarakat;India;Eropa;#;B
5;Alat musik kolintang dimainkan dengan cara ...;digesek;dipetik;ditiup;dipukul;#;D
5;"Gambang kromong, gamelan, dan musik rebana termasuk jenis musik ...";modern;klasik;tradisional;kontemporer;#;C
5;Berikut yang merupakan alat musik melodis adalah ...;gendang;angklung;kastanyet;triangel;#;B
5;Memainkan alat musik secara bersama-sama disebut ...;kelompok vokal;hymne;paduan suara;ansambel;#;D
5;Makin banyak alat musik yang digunakan maka suara lagu akan makin ...;sumbang;syahdu;merdu;lembut;#;C
5;Alat musik yang dimainkan dalam ansambel gabungan adalah ...;sejenis;bermacam-macam;sama;sedikit;#;B
5;Butet dan Sengko-sengko termasuk lagu daerah yang berasal dari daerah ...;Madura;Kalimantan barat;Tapanuli;Maluku;#;C
5;Alat musik xylophone dimainkan dengan cara ...;digesek;dipukul;ditiup;dipetik;#;B
5;Alat musik yang dibunyikan dengan cara dipukul dinamakan jenis alat musik ...;melodis;perkusi;diatonis;pentatonis;#;B
5;Lagu Tanduk Majeng berasal dari daerah ...;Tapanuli;Jawa Tengah;Jawa Barat;Madura;#;D
5;Daerah di Jawa Tengah yang terkenal ukir-ukirannya adalah ...;Semarang;Kudus;Jepara;Surakarta;#;C
5;"Berikut merupakan contoh motif hias dua dimensi, kecuali ...";batik;tenun;patung;songket;#;C
5;Pahatan di dinding candi disebut ...;arca;stupa;relief;candi;#;C
5;Membatik sederhana dapat dilakukan dengan cara ...;tulis;cetak;cap;celup;#;D
5;Bahan pewarna untuk mencelup bahan polos menjadi lebih indah yaitu ...;wantex;kapur;cat;nilon;#;A
5;"Motif hias seni rupa yang mempunyai ukuran panjang, lebar, dan tinggi disebut ...";satu dimensi;dua dimensi;tiga dimensi;empat dimensi;#;C
5;Lagu yang berasal dari Jawa Barat adalah ...;Es Lilin;Angin Mamiri;Suwe Ora Jamu;Sinanggar Tulo;#;A
5;Alat musik kolintang berasal dari ...;Sumatra Utara;Sulawesi Utara;Makasar;Medan;#;B
5;Cara membunyikan alat musik rebab yaitu ...;ditiup;dipukul;digesek;ditepuk;#;C
5;Tangga nada yang hanya memiliki lima nada disebut tangga nada ...;diatonik;pentatonik;melodis;ritmis;#;B
5;Susunan tangga nada C Mayor adalah ...;c -- d -- e -- f -- g -- a -- b -- c;c -- d -- eis -- f -- g -- a -- b -- c;c -- d -- e -- fis -- g -- a -- b -- c;cis -- d -- e -- f -- g -- a -- b -- cis;#;A
5;Jika C = 1 (do) maka nada A sama dengan nada ...;mi (3);fa (4);sol (5);la (6);#;D
5;Unsur utama dalam menari adalah ...;gerak;jalan;lari;nyanyi;#;A
5;Gerak yang mengandung maksud-maksud tertentu disebut gerak ...;murni;bermakna;refleksi;stilasi;#;B
5;"Gerak berikut merupakan gerakan tangan, kecuali ...";ngithing;ngepel;ukel;trisik;#;D
5;Perlengkapan tari disebut juga ...;profisi;promosi;property;propinsi;#;C
5;Jenis tarian dari daerah suku Sunda yang terkenal adalah ...;serimpi;jaipong;ngremo;Piring;#;B
5;Kita dapat melihat hasil budaya bangsa Indonesia dengan cara mengunjungi ...;Taman Safari;Suaka margasatwa;Cagar alam;Taman Mini Indonesia Indah;#;D
5;Cara yang dilakukan agar biji-bijian tahan lama adalah ...;perebusan;pendinginan;pembakaran;pengawetan;#;D
5;Benda yang digerakkan dengan tali ...;robot;layang-layang;boneka barbie;tamiya;#;B
5;Bahan untuk membuat benda yang digerakkan dengan tali sifatnya ...;mudah didapat;sulit didapat;sulit dicari;langka;#;A
5;Alat dan bahan untuk membuat layang-layang adalah ...;kertas tebal dan benang;kertas tipis dan pipa plastik;kertas tebal dan pipa plastik;kertas tipis dan benang;#;D
5;Angkrok dapat dibuat dengan menggunakan ...;kertas tipis;kertas karton;plastik;besi;#;B
5;Alat yang digunakan untuk memotong bambu agar hasilnya rapi adalah ...;sabit;pisau;gergaji;gunting;#;C
5;"Agar lebih menarik, mainan diberi warna cerah seperti warna ...";hitam;coklat tua;biru tua;merah muda;#;D
5;Boneka yang memainkan menggunakan tali disebut ...;klarinet;mayoret;kastanyet;marionet;#;D
5;Kertas karton tebal yang merupakan bahan yang cocok untuk membuat ...;angkrok;layang-layang;baling-baling;marionet;#;D
5;Marionet dapat bergerak-gerak apabila di mainkan dengan ...;kawat;tali;kertas;bambu;#;B
5;Rumah adat yang memiliki unsur ornamen obyek manusia adalah ...;Toraja;Dayak;Asmat;Jawa;#;A
5;Menggambar sketsa tidak perlu menghapus garis-garis karena sketsa merupakan gambar ...;Belum jadi;Rancangan belum lengkap;sederhana;Terlalu rinci;#;B
5;Cerita bergambar sering disebut ...;Komik;Sketsa;Lustrasi;Siluet;#;A
5;Gambar ilustrasi digunakan untuk ...;Penjelas cerita;Gambar bayangan;rancangan cerita;Cerita bergambar;#;A
5;Angklung adalah nama alat musik yang berasal dari daerah ...;Jawa tengah;Jawa barat;Jawa barat;Bali;#;B
5;Lagu Beungong jeumpa adalah lagu daerah ...;Tapanuli;Kalimantan barat;aceh;NTT;#;C
5;Lagu yang termasuk jenis lagu nasional adalah ...;Bunga nusa indah;Mengheningkan cipta;bagimu negeri;Indonesia raya;#;D
5;Unsur utama dalam tarian adalah ...;Ruang;Gerak;tenaga;Tempo;#;B
5;Gerak yang menggunakan tenaga kuat adalah ...;Melirik;menengok;Melompat;Melenggang;#;C
5;Gerak yang memerlukan ruang luas adalah ...;Berjalan di tempat;Melambai-lambai;berlari-larian;Menggeleng;#;C
5;"Selain tenaga, dalam gerak tari kita memerlukan ...";Ruang dan waktu;Lagu dan waktu;ruang dan lagu;Gerak dan lagu;#;A
5;"Dalam garis paranada, nada F terletak pada ...";Ke 3;Ke 4;Spasi 1;Spasi 2;#;C
5;Menyusun tarian sebaiknya di awali dengan ...;Pelemasan tubuh;Menentukan hitungan;pelemasan kaki;Penjelajahan gerak;#;A
5;"Sebelum di bentuk, tanah liat di tekan-tekan, di banting dulu agar menjadi ...";Keras;Padat;Lembek;Lentur;#;B
5;Alat musik talempong berasal dari daerah ...;Sulawesi selatan;Sumatera barat;kalimantan;Irian barat;#;B
5;Yang merupakan alat musik daerah yang dipetik adalah ...;rebab;tehyan;kecapi;rebana;#;C
5;Alat musik daerah yang dipukul dengan alat adalah ...;rebana;gong;seruling;tifa;#;B
5;Lagu yamko rambe yamko berasal dari daerah ...;Maluku;Kalimantan Barat;riau;irian Jaya;#;D
5;Yang merupakan lagu daerah yang berasal dari Sulawesi Utara adalah ...;si patokaan;angin mamiri;yamko rambe yamko;Apuse;#;A
5;Hiasan dinding pada rumah adat toraja didominasi dengan bentuk-bentuk ...;titik-titik;bercak-bercak;garis-garis;manik-manik;#;C
5;Yang termasuk kesenian dari betawi adalah ...;karapan sapi;ngaben;wayang kulit;ondel-ondel;#;D
5;Senjata tradisional Mandau berasal dari daerah ...;Jambi;kalimantan tengah;Bali;Jawa Timur;#;B
5;Alat musik tradisional dari papua yaitu ...;tifa;gendang;suling;gambang gamelan;#;A
5;Yang merupakan tiruan wajah atau tokoh dengan karakter tertentu disebut ...;patung;penutup wajah;masker;topeng;#;D
5;Yang termasuk alat musik daerah yang di tiup adalah ...;gendang;rebana;serunai;kolintang;#;C
5;Not mutlak untuk nada C Mayor yaitu ...;C -- D -- E -- F -- G -- A -- B -- C;C -- D -- Es -- F -- G -- A -- B - C;C -- D -- E -- Fis -- G -- A -- Bes - C;C -- Dis -- E -- F -- Gis -- A -- B -- C;#;A
5;Tanda (Pugar) berfungsi untuk ...;Menaikan nada;Menurunkan nada;Mengembalikan ke nada semula;Menahan hingga dengan 2 (dua) ketuk;#;C
5;Tanda yang digunakan untuk menurunkan nada laras yaitu ...;Fermata;Pugar;Mol;Kress;#;C
5;Tanda (Kress) berfungsi untuk ...;Menaikan nada;Menurunkan   nada;Mengembalikan ke nada semula;Menahan hingga dengan 2 (dua) ketuk;#;A
5;"Dalam tangga nada D Mayor, terdapat 2 buah nada yang dinaikkan   laras, yaitu ...";C dan F;F dan G;G dan A;A dan F;#;A
5;Pola jarak nada untuk nada Diatonis Mayor yaitu ...;1 -- 1 -- 1 --   - 1 -- 1 --  ;1 -- 1 --   - 1 -- 1 --   - 1;1 -- 1 --   - 1 -- 1 -- 1 --  ;1 --   -- 1 -- 1 - 1 --   -- 1;#;C
5;"Nada C, bila dinaikkan   nada menjadi ...";Ces;Cis;Des;Dis;#;B
5;Jarak antara nada F -- A yaitu ...;  laras;1 laras;1   laras;2 laras;#;C
5;Jarak antara nada Bes -- C yaitu ...;  laras;1 laras;1   laras;2 laras;#;A
5;Jarak antara Fis -- A yaitu ...;  laras;1 laras;1   laras;2 laras;#;B
5;Lagu "Ibu Kita Kartini" diciptakan oleh ...;H. Mutahar;Ibu Sud;WR Soepratman;Pak Kasur;#;B
5;Not mutlak untuk Bes Mayor yaitu ...;Bes -- C -- D -- E -- F -- G -- A -- Bes;Bes -- C -- Des -- E -- F -- G -- A - Bes;Bes -- C -- D -- Es -- F -- G -- A - Bes;Bes -- C -- D -- E -- F -- G -- As - Bes;#;D
5;Proses di mana penari secara spontanitas mencoba atau mencari-cari kemungkinan ragam gerak termasuk dalam proses ...;Gerak dasar;Evaluasi;Ragam gerak;Improvisasi;#;D
5;Di bawah ini yang bukan merupakan unsur tarian yaitu ...;Gerak;Tata rias;penyanyi;Musik pengiring;#;C
5;"Berikut yaitu properti yang biasa digunakan dalam pertunjukkan tari, kecuali ...";Topeng;Kipas;Selendang;Senjata api;#;D
5;"Berikut yaitu prinsip seni dalam menggambar dekoratif, kecuali ...";Keseimbangan;Kelengkapan alat lukis;Proporsi;Kesatuan;#;B
5;Alat musik yang sanggup menghasilkan irama tapi tidak menghasilkan nada disebut ...;Tiup;Melodis;petik;ritmis;#;D
5;Salah satu judul lagu kawasan sulawesi selatan di bawah ini adalah ...;Panon hideung;Lir-lir;Angin mamiri;Suwe ora jamu;#;C
5;Lagu kawasan "Gundul-Gundul Pacul" berasal dari ...;Jakarta Barat;Sulawesi Tengah;Sumatera Barat;Jawa tengah;#;D
5;Alat musik yang sanggup menghasilkan nada disebut ...;Tiup;Melodis;petik;ritmis;#;B
5;Kegiatan menyusun materi berlubang sehingga menghasilkan rangkaian benda yang sanggup digunakan disebut ...;membuat relief;meronce;merangkai;membuat ornamen;#;B
5;"Berikut adalah jenis tari yang menggunakan properti 'kipas', kecuali ...";Tari Topeng Cirebon;Tari Srimpi;Tari Pakarena;Tari Legong;#;D
5;"Berikut adalah properti yang biasa dipakai dalam pertunjukkan tari, kecuali ...";Topeng;Kipas;Selendang;Senjata api;#;D
5;"Properti tari berbentuk senjata yang biasa digunakan pada tari-tarian di Jawa adalah sebagai berikut, kecuali ...";Keris;Panah;Pisau;Tombak;#;B
5;"Berikut adalah prinsip seni dalam menggambar dekoratif, kecuali ...";Keseimbangan;Kelengkapan alat lukis;Proporsi;Kesatuan;#;B
5;"Berikut adalah item-item yang dinilai dalam suatu pertunjukan tari, kecuali ...";Tata rias;Wajah penari;Tata busana;Aransemen musik iringan;#;B
5;Alat musik yang dapat menghasilkan irama tapi tidak menghasilkan nada disebut ...;Tiup;Melodis;petik;ritmis;#;D
5;Salah satu judul lagu daerah sulawesi selatan di bawah ini adalah ...;Panon hideung;Lir-lir;Angin mamiri;Suwe ora jamu;#;C
5;Lagu daerah "Gundul-Gundul Pacul" berasal dari ...;Jakarta Barat;Sulawesi Tengah;Sumatera Barat;Jawa tengah;#;D
5;Alat musik di bawah ini yang dibunyikan dengan cara dipukul dengan alat adalah ...;Piano;Drum;Gitar;biola;#;B
5;Alat musik yang dapat menghasilkan nada disebut ...;Tiup;Melodis;petik;ritmis;#;B
5;Alat musik di bawah ini yang dimainkan dengan cara dipetik adalah ...;Piano;Gitar;Drum;Rebana;#;B
5;Yang termasuk alat musik melodis di bawah ini adalah ...;Terompet;Gong;Gendang;Rebana;#;A
5;Yang termasuk alat musik ritmis di bawah ini adalah ...;Piano;Drum;Seruling;Gitar;#;B
5;Kegiatan menyusun bahan berlubang sehingga menghasilkan rangkaian benda yang dapat digunakan disebut ...;membuat relief;meronce;merangkai;membuat ornamen;#;B
5;Bahan utama untuk membuat kerajinan tangan dengan teknik meronce adalah ...;"biji-bijian, mote, bambu";"benang. Tali, tambang";"tanah liat, plastisin, bubur kertas";"serutan kayu, pelepah pisang, janur";#;A
5;Yang dimaksud dengan " topeng" adalah ...;Tiruan wajah yang memiliki karakter tertentu.;Gambar wajah yang menirukan karakter tertentu.;Lukisan di wajah dengan karakter tertentu;Patung wajah dengan karakter tertentu;#;A
5;Topeng yang berasal dari Jakarta disebut juga ...;Topeng Monyet;Topeng Bali;Topeng Sidakarya;Topeng Ondel-Ondel;#;D
5;"Berikut adalah bahan yang biasa digunakan untuk membuat topeng, kecuali ...";Semen;Bubur Kertas;Gipsum;Besi;#;D
5;Tari Pakarena merupakan tari yang berasal dari ...;Sulawesi;Lampung;Jawa;Bali;#;A
5;Suatu perkumpulan yang beranggotakan beberapa orang atau kelompok yang bekerjasama untuk mencapai tujuan bersama disebut..;koperasi;organisasi;simulasi;prestasi;#;B
5;Peraturan organisasi harus ditaati oleh...;ketua;pengurus;anggota baru;semua anggota;#;D
5;Yang berhak ikut berorganisasi adalah...;semua warga negara;laki-laki yang sudah bekerja;warga negara yang pandai bicara;warga negara yang mempunyai uang;#;A
5;Yang bukan manfaat mengikuti organisasi ialah ...;disiplin dan berlatih bekerja sama;dipuji dan dihormati banyak orang;Saling mengenal dan menghargai antaranggota;Mempererat kebersamaan dan persaudaraan;#;B
5;Tujuan organisasi koperasi adalah...;mencari untung sebesar-besarnya;menghimpun dana masyarakat;membuka lapangan pekerjaan;mensejahterakan anggota;#;D
5;"Dibawah ini adalah jenis organisasi di lingkungan sekolah,yaitu...";"UKS.pramuka,OSIS";"UKS,pramuka,LSM";"UKS,PKK.OSIS";"LSM,PKK,IDI";#;A
5;Komite sekolah dan anggotanya terdiri dari...;"guru , perangkat desa dan orang tua murid";"guru, orang tua murid dan pejakat negara";"kepala sekolah , guru, dan pegawai";orang tua murid;#;A
5;Sekolah adalah organisasi sosial yang bergerak dalam bidang...;politik;ekonomi;kemanan;pendidikan;#;D
5;Kebebasan berorganisasi setiap warga Negara dijamin dalam UUD 1945 Pasal ...;28 A ayat 2;28 A ayat 3;28 E ayat 2;28 E ayat 3;#;D
5;Salah satu contoh organisasi politik adalah . . . .;karang taruna;partai politik;PKK;pemerintahan desa;#;B
5;Janji Pramuka Penggalang adalah ...;dwidarma;trisatya;Pancasila;palsu;#;B
5;Sebagai ketua kelas kita dianggap bijaksana apabila bersikap...dalam menyelesaikan masalah.;adil;santai;mengalah;acuh;#;A
5;Kebebasan yang kita miliki harus dapat dipertanggungjawabkan secara moral kepada...;keluarga besar;Tuhan Yang Maha Esa;bangsa dan negara;semua anggota masyarakat;#;B
5;Wujud nyata peran serta perempuan dalam kehidupan bermasyarakat adalah...;ikut arisan RT;menyumbang ke panti asuhan;bergaul dengan tetangga;menjadi ibu rumah tangga yang baik;#;D
5;Keuangan dalam organisasi dikelola oleh...;ketua;pembina;sekretaris;bendahara;#;D
